x,y,value
0.00000,0.00000,0.45864
0.10000,0.00000,0.45863
0.20000,0.00000,0.45861
0.30000,0.00000,0.45859
0.40000,0.00000,0.45854
0.50000,0.00000,0.45847
0.60000,0.00000,0.45835
0.70000,0.00000,0.45820
0.80000,0.00000,0.45799
0.90000,0.00000,0.45772
1.00000,0.00000,0.45739
1.10000,0.00000,0.45699
1.20000,0.00000,0.45652
1.30000,0.00000,0.45597
1.40000,0.00000,0.45534
1.50000,0.00000,0.45461
1.60000,0.00000,0.45377
1.70000,0.00000,0.45281
1.80000,0.00000,0.45169
1.90000,0.00000,0.45038
2.00000,0.00000,0.44881
2.10000,0.00000,0.44692
2.20000,0.00000,0.44462
2.30000,0.00000,0.44183
2.39000,0.00000,0.43848
2.49000,0.00000,0.43464
2.59000,0.00000,0.43056
2.69000,0.00000,0.42694
2.79000,0.00000,0.42481
2.89000,0.00000,0.42504
2.99000,0.00000,0.42739
3.09000,0.00000,0.43089
3.19000,0.00000,0.43467
3.29000,0.00000,0.43823
3.39000,0.00000,0.44137
3.49000,0.00000,0.44400
3.59000,0.00000,0.44613
3.69000,0.00000,0.44775
3.79000,0.00000,0.44888
3.89000,0.00000,0.44953
3.99000,0.00000,0.44981
4.09000,0.00000,0.44990
4.19000,0.00000,0.45006
4.29000,0.00000,0.45057
4.39000,0.00000,0.45151
4.49000,0.00000,0.45273
4.59000,0.00000,0.45388
4.69000,0.00000,0.45465
4.79000,0.00000,0.45482
4.89000,0.00000,0.45424
4.99000,0.00000,0.45285
5.09000,0.00000,0.45064
5.19000,0.00000,0.44753
5.29000,0.00000,0.44347
5.39000,0.00000,0.43842
5.49000,0.00000,0.43233
5.59000,0.00000,0.42522
5.69000,0.00000,0.41725
5.79000,0.00000,0.40897
5.89000,0.00000,0.40188
5.99000,0.00000,0.39906
6.09000,0.00000,0.40255
6.19000,0.00000,0.40980
6.29000,0.00000,0.41766
6.39000,0.00000,0.42471
6.49000,0.00000,0.43049
6.59000,0.00000,0.43495
6.69000,0.00000,0.43816
6.79000,0.00000,0.44024
6.89000,0.00000,0.44133
6.99000,0.00000,0.44153
7.09000,0.00000,0.44096
7.19000,0.00000,0.43970
7.29000,0.00000,0.43786
7.39000,0.00000,0.43553
7.49000,0.00000,0.43281
7.59000,0.00000,0.42983
7.69000,0.00000,0.42675
7.79000,0.00000,0.42373
7.89000,0.00000,0.42091
7.99000,0.00000,0.41838
8.09000,0.00000,0.41617
8.19000,0.00000,0.41425
8.29000,0.00000,0.41256
8.39000,0.00000,0.41105
8.49000,0.00000,0.40966
8.59000,0.00000,0.40840
8.69000,0.00000,0.40726
8.79000,0.00000,0.40627
8.89000,0.00000,0.40543
8.99000,0.00000,0.40475
9.09000,0.00000,0.40422
9.19000,0.00000,0.40384
9.29000,0.00000,0.40358
9.39000,0.00000,0.40341
9.50000,0.00000,0.40330
9.60000,0.00000,0.40325
9.70000,0.00000,0.40322
9.80000,0.00000,0.40320
9.90000,0.00000,0.40320
0.00000,0.10000,0.45822
0.10000,0.10000,0.45822
0.20000,0.10000,0.45821
0.30000,0.10000,0.45820
0.40000,0.10000,0.45817
0.50000,0.10000,0.45812
0.60000,0.10000,0.45803
0.70000,0.10000,0.45790
0.80000,0.10000,0.45771
0.90000,0.10000,0.45746
1.00000,0.10000,0.45715
1.10000,0.10000,0.45677
1.20000,0.10000,0.45631
1.30000,0.10000,0.45578
1.40000,0.10000,0.45517
1.50000,0.10000,0.45446
1.60000,0.10000,0.45364
1.70000,0.10000,0.45270
1.80000,0.10000,0.45161
1.90000,0.10000,0.45033
2.00000,0.10000,0.44881
2.10000,0.10000,0.44698
2.20000,0.10000,0.44477
2.30000,0.10000,0.44209
2.39000,0.10000,0.43890
2.49000,0.10000,0.43525
2.59000,0.10000,0.43139
2.69000,0.10000,0.42795
2.79000,0.10000,0.42586
2.89000,0.10000,0.42591
2.99000,0.10000,0.42798
3.09000,0.10000,0.43122
3.19000,0.10000,0.43481
3.29000,0.10000,0.43825
3.39000,0.10000,0.44131
3.49000,0.10000,0.44392
3.59000,0.10000,0.44605
3.69000,0.10000,0.44769
3.79000,0.10000,0.44882
3.89000,0.10000,0.44948
3.99000,0.10000,0.44974
4.09000,0.10000,0.44978
4.19000,0.10000,0.44990
4.29000,0.10000,0.45040
4.39000,0.10000,0.45137
4.49000,0.10000,0.45264
4.59000,0.10000,0.45384
4.69000,0.10000,0.45464
4.79000,0.10000,0.45482
4.89000,0.10000,0.45423
4.99000,0.10000,0.45280
5.09000,0.10000,0.45055
5.19000,0.10000,0.44740
5.29000,0.10000,0.44329
5.39000,0.10000,0.43819
5.49000,0.10000,0.43209
5.59000,0.10000,0.42502
5.69000,0.10000,0.41721
5.79000,0.10000,0.40927
5.89000,0.10000,0.40275
5.99000,0.10000,0.40042
6.09000,0.10000,0.40386
6.19000,0.10000,0.41076
6.29000,0.10000,0.41831
6.39000,0.10000,0.42512
6.49000,0.10000,0.43075
6.59000,0.10000,0.43510
6.69000,0.10000,0.43823
6.79000,0.10000,0.44026
6.89000,0.10000,0.44129
6.99000,0.10000,0.44145
7.09000,0.10000,0.44083
7.19000,0.10000,0.43952
7.29000,0.10000,0.43760
7.39000,0.10000,0.43517
7.49000,0.10000,0.43233
7.59000,0.10000,0.42921
7.69000,0.10000,0.42598
7.79000,0.10000,0.42283
7.89000,0.10000,0.41992
7.99000,0.10000,0.41738
8.09000,0.10000,0.41521
8.19000,0.10000,0.41337
8.29000,0.10000,0.41176
8.39000,0.10000,0.41031
8.49000,0.10000,0.40897
8.59000,0.10000,0.40774
8.69000,0.10000,0.40663
8.79000,0.10000,0.40566
8.89000,0.10000,0.40485
8.99000,0.10000,0.40421
9.09000,0.10000,0.40374
9.19000,0.10000,0.40342
9.29000,0.10000,0.40321
9.39000,0.10000,0.40309
9.50000,0.10000,0.40304
9.60000,0.10000,0.40302
9.70000,0.10000,0.40302
9.80000,0.10000,0.40302
9.90000,0.10000,0.40303
0.00000,0.20000,0.45737
0.10000,0.20000,0.45738
0.20000,0.20000,0.45740
0.30000,0.20000,0.45742
0.40000,0.20000,0.45743
0.50000,0.20000,0.45742
0.60000,0.20000,0.45738
0.70000,0.20000,0.45729
0.80000,0.20000,0.45715
0.90000,0.20000,0.45694
1.00000,0.20000,0.45667
1.10000,0.20000,0.45633
1.20000,0.20000,0.45591
1.30000,0.20000,0.45541
1.40000,0.20000,0.45483
1.50000,0.20000,0.45416
1.60000,0.20000,0.45338
1.70000,0.20000,0.45249
1.80000,0.20000,0.45145
1.90000,0.20000,0.45023
2.00000,0.20000,0.44880
2.10000,0.20000,0.44708
2.20000,0.20000,0.44502
2.30000,0.20000,0.44255
2.39000,0.20000,0.43963
2.49000,0.20000,0.43631
2.59000,0.20000,0.43283
2.69000,0.20000,0.42969
2.79000,0.20000,0.42767
2.89000,0.20000,0.42746
2.99000,0.20000,0.42906
3.09000,0.20000,0.43183
3.19000,0.20000,0.43505
3.29000,0.20000,0.43824
3.39000,0.20000,0.44116
3.49000,0.20000,0.44373
3.59000,0.20000,0.44588
3.69000,0.20000,0.44756
3.79000,0.20000,0.44875
3.89000,0.20000,0.44944
3.99000,0.20000,0.44970
4.09000,0.20000,0.44972
4.19000,0.20000,0.44981
4.29000,0.20000,0.45030
4.39000,0.20000,0.45131
4.49000,0.20000,0.45263
4.59000,0.20000,0.45388
4.69000,0.20000,0.45470
4.79000,0.20000,0.45486
4.89000,0.20000,0.45422
4.99000,0.20000,0.45272
5.09000,0.20000,0.45039
5.19000,0.20000,0.44714
5.29000,0.20000,0.44292
5.39000,0.20000,0.43772
5.49000,0.20000,0.43154
5.59000,0.20000,0.42450
5.69000,0.20000,0.41691
5.79000,0.20000,0.40952
5.89000,0.20000,0.40393
5.99000,0.20000,0.40244
6.09000,0.20000,0.40591
6.19000,0.20000,0.41233
6.29000,0.20000,0.41939
6.39000,0.20000,0.42583
6.49000,0.20000,0.43120
