x,y,value
0.00000,0,0.00009
0.05000,0,0.00009
0.10000,0,0.00009
0.15000,0,0.00009
0.20000,0,0.00009
0.25000,0,0.00009
0.30000,0,0.00010
0.35000,0,0.00010
0.40000,0,0.00011
0.45000,0,0.00011
0.50000,0,0.00012
0.55000,0,0.00012
0.60000,0,0.00013
0.65000,0,0.00014
0.70000,0,0.00015
0.75000,0,0.00016
0.80000,0,0.00017
0.85000,0,0.00018
0.90000,0,0.00019
0.95000,0,0.00020
1.00000,0,0.00021
1.05000,0,0.00023
1.10000,0,0.00025
1.15000,0,0.00026
1.20000,0,0.00028
1.25000,0,0.00030
1.30000,0,0.00032
1.35000,0,0.00035
1.40000,0,0.00037
1.45000,0,0.00040
1.50000,0,0.00043
1.55000,0,0.00046
1.60000,0,0.00049
1.65000,0,0.00053
1.70000,0,0.00056
1.75000,0,0.00060
1.80000,0,0.00065
1.85000,0,0.00069
1.90000,0,0.00074
1.95000,0,0.00079
2.00000,0,0.00085
2.05000,0,0.00091
2.10000,0,0.00097
2.15000,0,0.00104
2.20000,0,0.00111
2.25000,0,0.00119
2.30000,0,0.00127
2.35000,0,0.00135
2.40000,0,0.00144
2.45000,0,0.00154
2.50000,0,0.00164
2.55000,0,0.00175
2.60000,0,0.00187
2.65000,0,0.00199
2.70000,0,0.00212
2.75000,0,0.00226
2.80000,0,0.00241
2.85000,0,0.00256
2.90000,0,0.00273
2.95000,0,0.00290
3.00000,0,0.00308
3.05000,0,0.00328
3.10000,0,0.00348
3.15000,0,0.00370
3.20000,0,0.00392
3.25000,0,0.00416
3.30000,0,0.00442
3.35000,0,0.00468
3.40000,0,0.00496
3.45000,0,0.00525
3.50000,0,0.00555
3.55000,0,0.00587
3.60000,0,0.00621
3.65000,0,0.00656
3.70000,0,0.00692
3.75000,0,0.00730
3.80000,0,0.00769
3.85000,0,0.00810
3.90000,0,0.00852
3.95000,0,0.00896
4.00000,0,0.00941
4.05000,0,0.00987
4.10000,0,0.01035
4.15000,0,0.01083
4.20000,0,0.01132
4.25000,0,0.01183
4.30000,0,0.01233
4.35000,0,0.01284
4.40000,0,0.01335
4.45000,0,0.01385
4.50000,0,0.01435
4.55000,0,0.01483
4.60000,0,0.01530
4.65000,0,0.01574
4.70000,0,0.01615
4.75000,0,0.01653
4.80000,0,0.06686
4.85000,0,0.06714
4.90000,0,0.06735
4.95000,0,0.06749
5.00000,0,0.06757
5.05000,0,0.06757
5.10000,0,0.06749
5.15000,0,0.06735
5.20000,0,0.06714
5.25000,0,0.06686
5.30000,0,0.01653
5.35000,0,0.01615
5.40000,0,0.01574
5.45000,0,0.01530
5.50000,0,0.01483
5.55000,0,0.01435
5.60000,0,0.01385
5.65000,0,0.01335
5.70000,0,0.01284
5.75000,0,0.01233
5.80000,0,0.01183
5.85000,0,0.01132
5.90000,0,0.01083
5.95000,0,0.01035
6.00000,0,0.00987
6.05000,0,0.00941
6.10001,0,0.00896
6.15001,0,0.00852
6.20001,0,0.00810
6.25001,0,0.00769
6.30001,0,0.00730
6.35001,0,0.00692
6.40001,0,0.00656
6.45001,0,0.00621
6.50001,0,0.00587
6.55001,0,0.00555
6.60001,0,0.00525
6.65001,0,0.00496
6.70001,0,0.00468
6.75001,0,0.00442
6.80001,0,0.00416
6.85001,0,0.00392
6.90001,0,0.00370
6.95001,0,0.00348
7.00001,0,0.00328
7.05001,0,0.00308
7.10001,0,0.00290
7.15001,0,0.00273
7.20001,0,0.00256
7.25001,0,0.00241
7.30001,0,0.00226
7.35001,0,0.00212
7.40001,0,0.00199
7.45001,0,0.00187
7.50001,0,0.00175
7.55001,0,0.00164
7.60001,0,0.00154
7.65001,0,0.00144
7.70001,0,0.00135
7.75001,0,0.00127
7.80001,0,0.00119
7.85001,0,0.00111
7.90001,0,0.00104
7.95001,0,0.00097
8.00001,0,0.00091
8.05001,0,0.00085
8.10001,0,0.00079
8.15001,0,0.00074
8.20001,0,0.00069
8.25001,0,0.00065
8.30001,0,0.00060
8.35001,0,0.00056
8.40001,0,0.00053
8.45001,0,0.00049
8.50001,0,0.00046
8.55001,0,0.00043
8.60001,0,0.00040
8.65001,0,0.00037
8.70002,0,0.00035
8.75002,0,0.00032
8.80002,0,0.00030
8.85002,0,0.00028
8.90002,0,0.00026
8.95002,0,0.00025
9.00002,0,0.00023
9.05002,0,0.00022
9.10002,0,0.00020
9.15002,0,0.00019
9.20002,0,0.00018
9.25002,0,0.00017
9.30002,0,0.00016
9.35002,0,0.00015
9.40002,0,0.00014
9.45002,0,0.00013
9.50002,0,0.00013
9.55002,0,0.00012
9.60002,0,0.00011
9.65002,0,0.00011
9.70002,0,0.00011
9.75002,0,0.00010
9.80002,0,0.00010
9.85002,0,0.00010
9.90002,0,0.00010
9.95002,0,0.00009
10.00002,0,0.00009


