x,y,value
0.00000,0,0.13750
0.05000,0,0.13759
0.10000,0,0.13776
0.15000,0,0.13803
0.20000,0,0.13838
0.25000,0,0.13881
0.30000,0,0.13934
0.35000,0,0.13994
0.40000,0,0.14064
0.45000,0,0.14142
0.50000,0,0.14229
0.55000,0,0.14323
0.60000,0,0.14427
0.65000,0,0.14538
0.70000,0,0.14658
0.75000,0,0.14786
0.80000,0,0.14922
0.85000,0,0.15065
0.90000,0,0.15217
0.95000,0,0.15376
1.00000,0,0.15543
1.05000,0,0.15717
1.10000,0,0.15899
1.15000,0,0.16088
1.20000,0,0.16284
1.25000,0,0.16486
1.30000,0,0.16696
1.35000,0,0.16912
1.40000,0,0.17135
1.45000,0,0.17364
1.50000,0,0.17599
1.55000,0,0.17840
1.60000,0,0.18087
1.65000,0,0.18339
1.70000,0,0.18597
1.75000,0,0.18859
1.80000,0,0.19127
1.85000,0,0.19400
1.90000,0,0.19677
1.95000,0,0.19958
2.00000,0,0.20244
2.05000,0,0.20533
2.10000,0,0.20826
2.15000,0,0.21123
2.20000,0,0.21422
2.25000,0,0.21725
2.30000,0,0.22030
2.35000,0,0.22338
2.40000,0,0.22648
2.45000,0,0.22960
2.50000,0,0.23273
2.55000,0,0.23588
2.60000,0,0.23904
2.65000,0,0.24221
2.70000,0,0.24538
2.75000,0,0.24856
2.80000,0,0.25174
2.85000,0,0.25491
2.90000,0,0.25808
2.95000,0,0.26125
3.00000,0,0.26440
3.05000,0,0.26753
3.10000,0,0.27065
3.15000,0,0.27375
3.20000,0,0.27682
3.25000,0,0.27987
3.30000,0,0.28289
3.35000,0,0.28587
3.40000,0,0.28882
3.45000,0,0.29173
3.50000,0,0.29460
3.55000,0,0.29742
3.60000,0,0.30020
3.65000,0,0.30292
3.70000,0,0.30559
3.75000,0,0.30821
3.80000,0,0.31076
3.85000,0,0.31325
3.90000,0,0.31568
3.95000,0,0.31803
4.00000,0,0.32031
4.05000,0,0.32251
4.10000,0,0.32464
4.15000,0,0.32668
4.20000,0,0.32863
4.25000,0,0.33050
4.30000,0,0.33227
4.35000,0,0.33394
4.40000,0,0.33552
4.45000,0,0.33699
4.50000,0,0.33836
4.55000,0,0.33962
4.60000,0,0.34077
4.65000,0,0.34180
4.70000,0,0.34271
4.75000,0,0.34351
4.80000,0,0.34417
4.85000,0,0.34471
4.90000,0,0.34512
4.95000,0,0.34539
5.00000,0,0.34553
5.05000,0,0.34553
5.10000,0,0.34540
5.15000,0,0.34513
5.20000,0,0.34474
5.25000,0,0.34420
5.30000,0,0.34354
5.35000,0,0.34276
5.40000,0,0.34186
5.45000,0,0.34083
5.50000,0,0.33969
5.55000,0,0.33844
5.60000,0,0.33708
5.65000,0,0.33561
5.70000,0,0.33405
5.75000,0,0.33238
5.80000,0,0.33062
5.85000,0,0.32876
5.90000,0,0.32682
5.95000,0,0.32478
6.00000,0,0.32267
6.05000,0,0.32048
6.10001,0,0.31821
6.15001,0,0.31587
6.20001,0,0.31345
6.25001,0,0.31097
6.30001,0,0.30843
6.35001,0,0.30583
6.40001,0,0.30317
6.45001,0,0.30046
6.50001,0,0.29770
6.55001,0,0.29489
6.60001,0,0.29204
6.65001,0,0.28914
6.70001,0,0.28621
6.75001,0,0.28324
6.80001,0,0.28024
6.85001,0,0.27721
6.90001,0,0.27415
6.95001,0,0.27107
7.00001,0,0.26798
7.05001,0,0.26486
7.10001,0,0.26173
7.15001,0,0.25859
7.20001,0,0.25545
7.25001,0,0.25229
7.30001,0,0.24914
7.35001,0,0.24599
7.40001,0,0.24284
7.45001,0,0.23970
7.50001,0,0.23657
7.55001,0,0.23345
7.60001,0,0.23034
7.65001,0,0.22725
7.70001,0,0.22419
7.75001,0,0.22114
7.80001,0,0.21813
7.85001,0,0.21513
7.90001,0,0.21217
7.95001,0,0.20925
8.00001,0,0.20636
8.05001,0,0.20350
8.10001,0,0.20069
8.15001,0,0.19791
8.20001,0,0.19519
8.25001,0,0.19251
8.30001,0,0.18987
8.35001,0,0.18729
8.40001,0,0.18476
8.45001,0,0.18229
8.50001,0,0.17987
8.55001,0,0.17752
8.60001,0,0.17522
8.65001,0,0.17299
8.70002,0,0.17082
8.75002,0,0.16871
8.80002,0,0.16668
8.85002,0,0.16471
8.90002,0,0.16281
8.95002,0,0.16099
9.00002,0,0.15924
9.05002,0,0.15756
9.10002,0,0.15596
9.15002,0,0.15443
9.20002,0,0.15299
9.25002,0,0.15162
9.30002,0,0.15034
9.35002,0,0.14913
9.40002,0,0.14801
9.45002,0,0.14697
9.50002,0,0.14601
9.55002,0,0.14514
9.60002,0,0.14436
9.65002,0,0.14366
9.70002,0,0.14304
9.75002,0,0.14252
9.80002,0,0.14208
9.85002,0,0.14173
9.90002,0,0.14146
9.95002,0,0.14129
10.00002,0,0.14120


