x,y,value
0.00000,0,0.00054
0.05000,0,0.00055
0.10000,0,0.00055
0.15000,0,0.00056
0.20000,0,0.00056
0.25000,0,0.00057
0.30000,0,0.00058
0.35000,0,0.00060
0.40000,0,0.00061
0.45000,0,0.00063
0.50000,0,0.00065
0.55000,0,0.00067
0.60000,0,0.00070
0.65000,0,0.00072
0.70000,0,0.00075
0.75000,0,0.00078
0.80000,0,0.00082
0.85000,0,0.00085
0.90000,0,0.00089
0.95000,0,0.00093
1.00000,0,0.00097
1.05000,0,0.00102
1.10000,0,0.00107
1.15000,0,0.00112
1.20000,0,0.00118
1.25000,0,0.00124
1.30000,0,0.00130
1.35000,0,0.00136
1.40000,0,0.00143
1.45000,0,0.00151
1.50000,0,0.00158
1.55000,0,0.00166
1.60000,0,0.00175
1.65000,0,0.00183
1.70000,0,0.00193
1.75000,0,0.00202
1.80000,0,0.00213
1.85000,0,0.00223
1.90000,0,0.00234
1.95000,0,0.00246
2.00000,0,0.00258
2.05000,0,0.00271
2.10000,0,0.00284
2.15000,0,0.00298
2.20000,0,0.00312
2.25000,0,0.00327
2.30000,0,0.00343
2.35000,0,0.00359
2.40000,0,0.00376
2.45000,0,0.00393
2.50000,0,0.00411
2.55000,0,0.00430
2.60000,0,0.00450
2.65000,0,0.00470
2.70000,0,0.00491
2.75000,0,0.00512
2.80000,0,0.00535
2.85000,0,0.00558
2.90000,0,0.00581
2.95000,0,0.00606
3.00000,0,0.00631
3.05000,0,0.00657
3.10000,0,0.00684
3.15000,0,0.00711
3.20000,0,0.00740
3.25000,0,0.00768
3.30000,0,0.00798
3.35000,0,0.00828
3.40000,0,0.00860
3.45000,0,0.00891
3.50000,0,0.00924
3.55000,0,0.00957
3.60000,0,0.00990
3.65000,0,0.01024
3.70000,0,0.01059
3.75000,0,0.01094
3.80000,0,0.01130
3.85000,0,0.01166
3.90000,0,0.01203
3.95000,0,0.01240
4.00000,0,0.01277
4.05000,0,0.01315
4.10000,0,0.01352
4.15000,0,0.01390
4.20000,0,0.01428
4.25000,0,0.01466
4.30000,0,0.01504
4.35000,0,0.01542
4.40000,0,0.01579
4.45000,0,0.01617
4.50000,0,0.01654
4.55000,0,0.01690
4.60000,0,0.01727
4.65000,0,0.01763
4.70000,0,0.01798
4.75000,0,0.01833
4.80000,0,0.01867
4.85000,0,0.01895
4.90000,0,0.01915
4.95000,0,0.01929
5.00000,0,0.01936
5.05000,0,0.01936
5.10000,0,0.01929
5.15000,0,0.01915
5.20000,0,0.01895
5.25000,0,0.01867
5.30000,0,0.01833
5.35000,0,0.01798
5.40000,0,0.01763
5.45000,0,0.01727
5.50000,0,0.01690
5.55000,0,0.01654
5.60000,0,0.01617
5.65000,0,0.01579
5.70000,0,0.01542
5.75000,0,0.01504
5.80000,0,0.01466
5.85000,0,0.01428
5.90000,0,0.01390
5.95000,0,0.01352
6.00000,0,0.01315
6.05000,0,0.01277
6.10001,0,0.01240
6.15001,0,0.01203
6.20001,0,0.01166
6.25001,0,0.01130
6.30001,0,0.01095
6.35001,0,0.01059
6.40001,0,0.01024
6.45001,0,0.00990
6.50001,0,0.00957
6.55001,0,0.00924
6.60001,0,0.00891
6.65001,0,0.00860
6.70001,0,0.00829
6.75001,0,0.00798
6.80001,0,0.00769
6.85001,0,0.00740
6.90001,0,0.00711
6.95001,0,0.00684
7.00001,0,0.00657
7.05001,0,0.00631
7.10001,0,0.00606
7.15001,0,0.00582
7.20001,0,0.00558
7.25001,0,0.00535
7.30001,0,0.00512
7.35001,0,0.00491
7.40001,0,0.00470
7.45001,0,0.00450
7.50001,0,0.00430
7.55001,0,0.00412
7.60001,0,0.00393
7.65001,0,0.00376
7.70001,0,0.00359
7.75001,0,0.00343
7.80001,0,0.00328
7.85001,0,0.00313
7.90001,0,0.00298
7.95001,0,0.00284
8.00001,0,0.00271
8.05001,0,0.00259
8.10001,0,0.00246
8.15001,0,0.00235
8.20001,0,0.00224
8.25001,0,0.00213
8.30001,0,0.00203
8.35001,0,0.00193
8.40001,0,0.00184
8.45001,0,0.00175
8.50001,0,0.00167
8.55001,0,0.00159
8.60001,0,0.00151
8.65001,0,0.00144
8.70002,0,0.00137
8.75002,0,0.00131
8.80002,0,0.00124
8.85002,0,0.00119
8.90002,0,0.00113
8.95002,0,0.00108
9.00002,0,0.00103
9.05002,0,0.00098
9.10002,0,0.00094
9.15002,0,0.00090
9.20002,0,0.00086
9.25002,0,0.00083
9.30002,0,0.00080
9.35002,0,0.00077
9.40002,0,0.00074
9.45002,0,0.00071
9.50002,0,0.00069
9.55002,0,0.00067
9.60002,0,0.00065
9.65002,0,0.00064
9.70002,0,0.00062
9.75002,0,0.00061
9.80002,0,0.00060
9.85002,0,0.00059
9.90002,0,0.00058
9.95002,0,0.00058
10.00002,0,0.00058


