x,y,value
0.00000,0,9.93280
0.10000,0,9.93280
0.20000,0,9.93280
0.30000,0,9.93280
0.40000,0,9.93280
0.50000,0,9.93280
0.60000,0,9.93280
0.70000,0,9.93280
0.80000,0,9.93280
0.90000,0,9.93280
1.00000,0,9.93280
1.10000,0,9.93280
1.20000,0,9.93280
1.30000,0,9.93280
1.40000,0,9.93280
1.50000,0,9.93280
1.60000,0,9.93280
1.70000,0,9.93280
1.80000,0,9.93280
1.90000,0,9.93280
2.00000,0,9.93280
2.10000,0,9.93280
2.20000,0,9.93280
2.30000,0,9.93280
2.39000,0,9.93280
2.49000,0,9.93280
2.59000,0,9.93280
2.69000,0,9.93280
2.79000,0,9.93280
2.89000,0,9.93280
2.99000,0,9.93280
3.09000,0,9.93280
3.19000,0,9.93280
3.29000,0,9.93280
3.39000,0,9.93280
3.49000,0,9.93280
3.59000,0,9.93280
3.69000,0,9.93280
3.79000,0,9.93280
3.89000,0,9.93280
3.99000,0,9.93280
4.09000,0,9.93280
4.19000,0,9.93280
4.29000,0,9.93280
4.39000,0,9.93280
4.49000,0,9.93280
4.59000,0,9.93280
4.69000,0,9.93280
4.79000,0,9.93280
4.89000,0,9.93280
4.99000,0,9.93280
5.09000,0,9.93280
5.19000,0,9.93280
5.29000,0,9.93280
5.39000,0,9.93280
5.49000,0,9.93280
5.59000,0,9.93280
5.69000,0,9.93280
5.79000,0,9.93280
5.89000,0,9.93280
5.99000,0,9.93280
6.09000,0,9.93280
6.19000,0,9.93280
6.29000,0,9.93280
6.39000,0,9.93280
6.49000,0,9.93280
6.59000,0,9.93280
6.69000,0,9.93280
6.79000,0,9.93280
6.89000,0,9.93280
6.99000,0,9.93280
7.09000,0,9.93280
7.19000,0,9.93280
7.29000,0,9.93280
7.39000,0,9.93280
7.49000,0,9.93280
7.59000,0,9.93280
7.69000,0,9.93280
7.79000,0,9.93280
7.89000,0,9.93280
7.99000,0,9.93280
8.09000,0,9.93280
8.19000,0,9.93280
8.29000,0,9.93280
8.39000,0,9.93280
8.49000,0,9.93280
8.59000,0,9.93280
8.69000,0,9.93280
8.79000,0,9.93280
8.89000,0,9.93280
8.99000,0,9.93280
9.09000,0,9.93280
9.19000,0,9.93280
9.29000,0,9.93280
9.39000,0,9.93280
9.50000,0,9.93280
9.60000,0,9.93280
9.70000,0,9.93280
9.80000,0,9.93280
9.90000,0,9.93280
10.00000,0,9.93280
10.10000,0,9.93280
10.20000,0,9.93280
10.30000,0,9.93280
10.40000,0,9.93280
10.50000,0,9.93280
10.60000,0,9.93280
10.70000,0,9.93280
10.80000,0,9.93280
10.90000,0,9.93280
11.00000,0,9.93280
11.10000,0,9.93280
