x,y,value
0.00000,0.00000,0.25121
0.10000,0.00000,0.25116
0.20000,0.00000,0.25107
0.30000,0.00000,0.25093
0.40000,0.00000,0.25077
0.50000,0.00000,0.25059
0.60000,0.00000,0.25041
0.70000,0.00000,0.25026
0.80000,0.00000,0.25014
0.90000,0.00000,0.25008
0.00000,0.10000,0.25116
0.10000,0.10000,0.25111
0.20000,0.10000,0.25102
0.30000,0.10000,0.25089
0.40000,0.10000,0.25072
0.50000,0.10000,0.25054
0.60000,0.10000,0.25036
0.70000,0.10000,0.25019
0.80000,0.10000,0.25007
0.90000,0.10000,0.25001
0.00000,0.20000,0.25107
0.10000,0.20000,0.25102
0.20000,0.20000,0.25093
0.30000,0.20000,0.25080
0.40000,0.20000,0.25064
0.50000,0.20000,0.25046
0.60000,0.20000,0.25026
0.70000,0.20000,0.25008
0.80000,0.20000,0.24995
0.90000,0.20000,0.24988
0.00000,0.30000,0.25093
0.10000,0.30000,0.25089
0.20000,0.30000,0.25080
0.30000,0.30000,0.25067
0.40000,0.30000,0.25052
0.50000,0.30000,0.25034
0.60000,0.30000,0.25013
0.70000,0.30000,0.24991
0.80000,0.30000,0.24976
0.90000,0.30000,0.24969
0.00000,0.40000,0.25077
0.10000,0.40000,0.25072
0.20000,0.40000,0.25064
0.30000,0.40000,0.25052
0.40000,0.40000,0.25039
0.50000,0.40000,0.25025
0.60000,0.40000,0.24998
0.70000,0.40000,0.24968
0.80000,0.40000,0.24953
0.90000,0.40000,0.24946
0.00000,0.50000,0.25059
0.10000,0.50000,0.25054
0.20000,0.50000,0.25046
0.30000,0.50000,0.25034
0.40000,0.50000,0.25025
0.50000,0.50000,0.25029
0.60000,0.50000,0.24961
0.70000,0.50000,0.24934
0.80000,0.50000,0.24926
0.90000,0.50000,0.24922
0.00000,0.60000,0.25041
0.10000,0.60000,0.25036
0.20000,0.60000,0.25026
0.30000,0.60000,0.25013
0.40000,0.60000,0.24998
0.50000,0.60000,0.24961
0.60000,0.60000,0.24892
0.70000,0.60000,0.24906
0.80000,0.60000,0.24902
0.90000,0.60000,0.24899
0.00000,0.70000,0.25026
0.10000,0.70000,0.25019
0.20000,0.70000,0.25008
0.30000,0.70000,0.24991
0.40000,0.70000,0.24968
0.50000,0.70000,0.24934
0.60000,0.70000,0.24906
0.70000,0.70000,0.24893
0.80000,0.70000,0.24886
0.90000,0.70000,0.24881
0.00000,0.80000,0.25014
0.10000,0.80000,0.25007
0.20000,0.80000,0.24995
0.30000,0.80000,0.24976
0.40000,0.80000,0.24953
0.50000,0.80000,0.24926
0.60000,0.80000,0.24902
0.70000,0.80000,0.24886
0.80000,0.80000,0.24875
0.90000,0.80000,0.24870
0.00000,0.90000,0.25008
0.10000,0.90000,0.25001
0.20000,0.90000,0.24988
0.30000,0.90000,0.24969
0.40000,0.90000,0.24946
0.50000,0.90000,0.24922
0.60000,0.90000,0.24899
0.70000,0.90000,0.24881
0.80000,0.90000,0.24870
0.90000,0.90000,0.24864

